temperature_C,pressure_mTorr,gas_flow_sccm,rf_power_W,deposition_time_s,chamber_humidity,yield_percent
274.9080237694725,362.9312827342238,51.980724051703824,716.9752135097527,74.39517146383481,37.93472247226499,87.02733088905863
390.14286128198324,346.7686721624326,50.1485716667644,520.8138660271757,64.29870670141936,25.68906650972348,87.71973439163945
346.39878836228104,56.919557345045256,262.5185573578469,150.13620612408172,181.16275341133056,27.58155349833296,89.83388429699295
319.73169683940733,462.060478403842,63.1821672524168,926.6591356196949,491.633311925038,30.840267690855306,62.432998261274854
231.2037280884873,288.5513790568416,488.5396491480686,982.2962195887429,548.5637354141691,32.2192000618969,83.75052417937994
231.19890406724053,188.2255053564853,149.92932854362638,487.93907369065147,271.55491758524295,34.53570855263264,91.72284299301708
211.6167224336399,380.7039059127003,262.6991282141801,652.2947266683944,364.1272421676064,35.327601737809665,85.40640311656148
373.23522915498705,136.10907461680068,77.51193350550062,505.26876361937207,441.26840505590565,47.342980729252155,68.34789303204006
320.2230023486418,349.819820152697,284.92178727706636,389.6916857975085,574.5858175959323,50.57439144956248,71.34604713644775
341.6145155592091,29.458491710401137,220.98025631633382,169.58691357202687,552.983408140613,38.532752487581355,71.89272246593912
204.1168988591605,421.30993842854326,70.09701299475068,510.460957357569,90.88384382594516,74.43778519524369,76.09455614756581
393.98197043239884,229.60371504044605,200.80592001330115,836.5461007235064,194.00955533301163,53.18838340033727,83.56465571407894
366.48852816008434,321.97952803539147,226.14620910028503,115.32831497920321,86.53805373579563,67.2486156820044,80.79130386920622
242.46782213565524,118.406531705275,495.464671073723,623.8969148622001,392.9329073340877,75.4542699452506,90.3883372023964
236.36499344142013,341.7661192026395,143.54864236371895,892.69489785402,443.66639089522505,29.788106874548312,76.45159997939456
236.68090197068676,388.3977351877055,295.1508269165449,295.7944870129222,226.4730426725162,45.672469022938074,80.7741831601885
260.8484485919075,241.87446157335538,494.2919971393829,264.93027822015597,521.0800303919359,45.992624102876526,78.82484731595002
304.9512863264476,312.6861927902792,406.40864357306083,795.0489631317488,304.5188852222088,41.26833502630125,87.42864239636368
286.3890037284232,233.5997026729753,497.01537539694,329.57778800736395,599.1260181523868,20.534351993098397,77.64294355726987
258.2458280396084,448.10477093634427,485.73424159707616,272.7858408045836,60.21583399823546,68.9583264666857,87.67704497801004
322.3705789444759,253.95589845201638,270.2927939423694,440.1903255123115,119.12444254602059,26.693559293234166,93.48650478947917
227.89877213040836,422.48626742412125,363.3691324417546,453.2518110431962,222.9683511850838,79.72883587530553,88.72450229290521
258.4289297070436,402.6625085524218,99.699407123518,886.6909567149094,73.7741028950051,66.37750951467089,92.12733442659305
273.27236865873834,211.1473624606947,248.51697127106084,656.5991247403092,482.4633071786554,54.80060105639087,86.00331461715786
291.2139968434072,122.74140101016278,414.05834402001386,465.3653107056304,88.4967654504951,29.276385064495848,98.79081200902935
357.0351922786027,208.9802449542878,277.40089443971453,580.9491678571902,464.4490019786667,50.92357828359482,73.75308473480685
239.93475643167196,414.8465141298579,366.2145647677543,958.5687099927468,88.38696774635667,35.66652445146853,98.81282509297935
302.8468876827223,121.53994255150225,385.58809849292464,201.89320894890582,196.47272291264463,35.13935147258417,91.98447695251772
318.4829137724085,266.97380947029717,164.06111355930224,286.9439695522223,514.289480455606,69.77175496294912,72.7493883779678
209.29008254399955,404.98740650076627,444.06471782415446,966.2758359278998,573.5914588883711,42.83866543756608,75.45536914513198
321.5089703802877,183.20396281290562,256.9200939091305,961.5923636744837,283.8442250366766,47.043428203448244,93.47194687327627
234.1048247374583,324.6827221313217,144.58329662969467,259.44887913829535,583.7670407287777,70.57788426680709,66.90013911761775
213.0103185970559,130.3594712839191,439.4371468047997,230.5979354127684,398.515698829613,25.267437543130555,86.48871499764144
389.7771074506667,63.546928230398365,238.01846274781414,478.97662090475785,284.550966113783,55.67707118546297,78.91434151688053
393.12640661491184,399.2482702954996,387.64059727087385,144.7464632391722,493.5127257426751,54.69294088238227,64.43147045540698
361.6794696232922,58.49462547026634,296.6148824997168,689.4131790566261,219.47740087570864,45.512874156000514,92.03313660923564
260.92275383467415,142.97688358899646,221.8422885055252,169.74641949556798,203.52998113451793,69.78647848544557,86.32598946774114
219.53442280127678,429.00361677874565,414.4443867673562,152.22666438485265,414.5357455319801,76.57340368014155,73.87207605026619
336.8466053024314,179.76995066854693,313.0114692400759,536.6682425879643,270.86317546277127,47.92015171481665,88.7509107570877
288.03049874792026,486.79222126193895,225.75294609216428,962.0079724990914,133.39573455028898,47.36882305990398,86.97079389526378
224.40764696895576,490.06982403919125,99.31904165080716,484.1163424568436,96.16068705655076,50.123823780244685,83.11890537974206
299.03538202225405,141.45525002224278,452.95039119501854,420.83304279449595,485.43499117417775,63.387441849983695,88.75099018937232
206.87770422304368,30.07932890244632,65.96131340374995,998.1610439520573,424.9917951732661,60.08361744193774,83.00955783235457
381.8640804157564,355.48100926063574,438.4343067656253,578.7720647012651,282.3710412875658,33.37009695241322,86.4408182228014
251.7559963200034,230.9833862976884,211.98268619741995,437.7172662012237,543.9629229923706,23.833720915960598,78.41275569278794
332.5044568707964,59.36889354019238,337.7024435756326,447.2747320074416,281.8626463190038,76.95524778900736,81.80245377068414
262.3422152178822,356.68618129924096,464.98987572605836,275.46354643015945,443.5595545913071,35.664185584022256,77.46751190570792
304.0136042355622,25.275705464841398,118.26797697675428,561.000751702785,550.9222486119381,58.3158010814355,75.67945757547167
309.3420558686559,436.39637834119867,305.12771403746456,494.9695253512052,513.9863477025594,69.70628016462334,69.81828411661357
236.9708911051054,77.93973926551882,393.9947880665864,343.71576671267206,335.99657922337263,38.01660503283118,86.37560997041489
393.9169255529117,72.38282058589525,390.9127247235758,244.4860779415838,427.54365192123566,58.126004819415726,72.00369522115619
355.0265646722229,96.07942600460642,286.53436156977676,380.1149818007983,283.37951943277926,26.474014468953495,83.52413128843136
387.8997883128378,480.5305156611126,331.1327569579061,557.8149949189564,409.48647303882154,78.19588666253964,60.0
378.9654700855298,349.6529865243846,390.88714735978004,152.4999450563215,199.07831670651376,23.489496503037554,74.0334292894415
319.57999576221704,402.672052377182,428.4624369908353,238.36962572556038,294.76074143555877,46.29048043045858,71.11247278657444
384.37484700462335,204.84114300904898,392.8158935941387,952.8915402721858,173.15469830499308,52.2091545236014,91.08622223099516
217.6985004103839,174.79323647742822,209.30222443155918,588.5698159282051,80.61987444695593,67.42890671980184,97.73349999547085
239.19657248382904,124.89716332375328,498.5268804759799,157.10437329403408,377.81151931070104,27.267711024345274,91.42849073703773
209.0454577821076,245.51753387308037,245.526212173687,723.7789828926157,526.7918464894307,46.44847843131059,76.05937317886902
265.06606615265287,280.3960794317426,61.00911624152004,155.62258307113126,73.81226829652341,37.98269417260714,83.59226309565378
277.7354579378964,319.56967338985015,213.17762821345792,764.9868043417357,165.8560599938198,38.7206429416004,89.91942011777567
254.26980635477918,135.9880669593603,107.50232955822946,774.9664495480242,308.49993200602677,66.72727496391505,87.58108100375784
365.7475018303859,474.84049964246543,104.64917707776875,685.9710781743274,419.5842810948168,20.327656701909987,68.6691824591381
271.3506653387179,93.18166412149657,176.69076804810246,758.9840901574147,152.46376458173867,64.94501848015798,97.2637131854377
256.18690193747614,483.17005563554204,74.01897237976738,179.16920291175197,90.61520764413712,68.62390580738636,74.0082473980023
308.5392166316497,17.279500028676857,359.8304847843034,754.1024971197409,340.2863075725202,74.08173463052414,89.17351451040606
228.18484499495253,245.75158899025436,83.29499789085729,223.01948775149467,502.1032450509467,57.61290819382901,69.91276310386937
360.4393961508079,173.35024067711578,141.48029994618028,405.55531654465943,79.0268510288965,40.00731969633448,89.44580082336923
214.91012873595417,230.0704728258229,91.80487152235372,948.4707281505696,248.65950319387397,45.634083952932244,91.38742766028005
397.3773873201035,289.62564370058664,78.42547890636398,552.587929893226,418.297961108401,78.18416493724575,71.9159593302608
354.4489538593315,223.43868742622743,170.48824949279376,970.6837888747125,130.60068329533217,72.87120958615114,92.68094781436679
239.7431363068345,213.27495664778152,307.3545354471665,180.0302129980638,187.41125952208867,47.81155454596652,88.08744958864217
201.1044234247205,369.0344735525202,484.1085004010788,529.8009396068621,349.16602764458366,76.58378042665534,81.24544848179346
363.09228569096683,346.0793747923677,444.0004944573228,156.1620882491836,574.7451160366777,69.37729252438754,64.41572478564322
341.3714687695234,418.30292819756545,444.1702664503961,667.1892361593564,215.1650138516283,74.06539169958769,77.08026699196436
345.80143360819744,132.47990080735283,129.23016621694592,170.83630123166475,323.2648074591836,60.97863407455526,76.35360540258846
354.25406933718915,308.66896977949114,169.20823707401905,257.8310222863396,275.96266605478587,71.4592426077197,74.83916057901061
214.80893034681807,296.7454448424984,84.37699255788756,332.94727906235244,544.5942028962432,73.50596848005955,71.30774060785139
271.6931457088545,191.1715273276175,400.31075296183326,773.8694664980349,98.82052657680245,25.520995072440286,99.0
223.17381190502596,248.16819553231366,81.41733566850287,247.56590693626728,365.7196993240127,77.91301859963951,77.61701251537372
372.6206851751187,163.7532502198071,300.51305186938396,861.968847963761,516.9046375625697,40.0167859258438,72.74213920981568
324.6596253655116,79.50375483232274,161.54400754577784,218.71354494772078,593.5834916137995,46.393970575001326,65.58825855936394
266.17960497052985,114.76259322473909,159.55053531293512,131.72000416314071,437.31176866177594,67.51422555156891,74.63463656328697
212.7116700572047,61.701686736588535,495.8262748614223,455.54087707270105,265.16515685992323,59.89377833434986,96.89701956948902
262.19646434313245,344.7040918431608,390.55091314034183,981.4974777741656,282.3851503683297,73.58359474616344,92.24640466749987
265.0366644053494,333.75642262348424,426.6227112309726,199.3080050098995,249.90839866109252,44.03442504660633,85.61314516336572
345.9212356676128,475.7971220741377,307.3922084048057,191.54659963566613,385.95107389575486,42.39728982056951,74.11325979926346
327.51149427104264,367.54242268714825,441.95642932718715,776.0498597160615,459.27911618785555,21.90133097247918,86.33508877820064
377.4425485152653,35.50246099050441,340.4707426248588,380.9455245942088,502.5124843380227,47.763522600179485,78.29062650791417
294.44298503238986,443.28013522518756,475.7781671583554,745.5534555031452,284.9602792289128,63.444246219746525,85.49362718919026
223.91884918766033,432.71082984340563,176.60236372053654,280.00953049902705,447.0225912198812,38.07072305757296,71.54822733118777
342.648957444599,227.22695717862234,317.89379560230276,514.0647947783466,554.7601996960792,47.76359082043049,76.07166285710989
352.1570097233795,297.07289475868157,360.55910657160143,338.7608899740261,557.2453890033809,33.16386610911668,65.34075576796184
312.25543951389926,488.2783829115342,226.821787262513,506.3753933911782,440.17566146590696,66.36726835228764,61.433839325111336
354.1934359909122,270.82913828560146,445.868592081824,792.1873833267734,403.9271841187695,23.630693680468827,84.59695854797889
298.75911927287814,453.60769590428396,490.91142339686945,785.8089464298955,347.0240807835036,62.3229833000299,80.86237474835487
304.5465658763988,50.688991326991356,272.19627111769773,564.1950589063513,158.92674081834943,42.73640070469901,93.65037070877554
285.5082036717099,103.6154156672546,225.7882946619526,935.5346593489459,126.76001240692598,22.495764163227246,99.0
205.08382534881903,225.96992228624575,262.3720678504064,337.4056922034466,322.2839436662654,71.20817523750715,77.1259570293934
221.57828539866088,296.5308360852793,433.7315355793692,316.2802160073098,146.09984435202804,49.26331179086991,95.6680398197093
206.28583713734685,409.9516474127721,340.46079148317546,652.4257610578903,371.57995986144147,55.95913817696774,80.53088299512454
327.2820822527561,494.24843642016157,70.14756763314278,659.1673307951102,408.6794743626578,63.92184149146741,62.86765740713804
262.87119621526534,200.53723327231705,293.9764597005717,141.8860356084766,343.832422660822,59.30446598007132,86.21245356340016
301.71413823294057,33.23366170864161,57.78505523343642,646.9999411482079,79.67042475681137,63.8514122488767,88.79671700546666
381.5132947852186,402.57403661470914,400.34091695153245,436.99254161411295,91.17309775325937,65.73690107467147,81.4785596488253
249.85844582977498,306.146552350576,197.74052309410868,772.6982727885032,121.20423972800215,55.349091833876656,94.66706791917133
282.07658460712594,107.28600084541881,262.4033669527982,827.2950980907456,142.96873469370308,41.9382698544654,95.55037715247906
351.1102277086097,252.4659437444959,409.4051476584344,596.9384375923329,594.5366114354399,34.588528982980556,68.22790285989382
245.75963309832449,373.73202031152493,70.9019677785927,101.53452835203858,246.02730910608614,74.17419419916723,71.1648344291265
215.3959819657586,387.50177566363544,121.3436910162247,672.7292291499779,217.66562176629452,78.19549067829321,82.08331414921356
257.9502905827536,254.81302187939338,229.08216940030167,773.9931516993408,88.2239832586837,41.45976530589253,97.2131317755044
232.2442574508009,159.55511976314097,153.46632359550227,324.0849396083628,403.07301097022213,26.738643744338013,82.68092423292218
385.9395304685146,487.1338651988618,202.0556415987784,518.1814010267099,412.18302397089155,33.35223962698588,60.0
361.62407591288337,335.0476793686815,499.17863205160927,969.1539610706094,154.74229237247891,60.24004075923138,88.21327938492266
326.6807513020847,210.03638447968638,421.43649690821485,368.3039980546931,556.390432099291,30.376002197499844,78.31346894140674
374.29211803754356,147.4269798602797,447.75581673204886,300.8379259375667,492.2665151613687,66.80733638365929,74.58356894382463
360.7344153798229,368.24046167174544,471.6745851045989,289.76931143020914,184.37243107605434,75.38181439248281,84.04115627985122
237.31401177720716,128.66988834094616,203.42114614138805,602.9207509185967,322.3588546949302,77.81909090473083,84.26674296212627
